actor_id,id_paax,actor_name,actor_type,sub_type,cs_type,abbreviation,actor_iso3c,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,ucdp_url,acled_name,acled_other,actor_desc
133,ARM_133,Somali Afrikans Muki Organization,Armed Organization,,,SAMO,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali Afrikans Muki Organization (SAMO) is an Armed Organization based in Somalia.
134,ARM_134,Somali National Union,Armed Organization,,,SNU,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali National Union (SNU) is an Armed Organization based in Somalia.
135,ARM_135,Somali National Democratic Union,Armed Organization,,,SNDU,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali National Democratic Union (SNDU) is an Armed Organization based in Somalia.
136,ARM_136,Somali Democratic Movement,Armed Organization,,,SDM,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali Democratic Movement (SDM) is an Armed Organization based in Somalia.
137,ARM_137,Somali Democratic Alliance,Armed Organization,,,SDA,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali Democratic Alliance (SDA) is an Armed Organization based in Somalia.
138,ARM_138,Somali Salvation Congress,Armed Organization,,,SSC,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali Salvation Congress (SSC) is an Armed Organization based in Somalia.
139,CON_139,Italy,Country/State,,,,ITA,Italy,325.0,Europe,,,,,,44.0,Government of Italy,https://ucdp.uu.se/actor/44,Government of Italy (2018-),,Italy is a Country/state in Europe.
140,ARM_140,Commander of the Self-Proclaimed Military Junta,Armed Organization,,,,GNB,Guinea-Bissau,404.0,Africa,,,,,,,,,,,Commander of the Self-Proclaimed Military Junta  is an Armed Organization based in Guinea-Bissau.
141,MIL_141,Nigeria Armed Forces,Military,,,,NGA,Nigeria,475.0,Africa,,,,,,,,,Military Forces of Nigeria (2015-),Military Forces of Nigeria (1993-1999) Rivers State Internal Security Task Force | Military Forces of Nigeria (1999-2015) | Military Forces of Nigeria (1999-2015) Joint Task Force | Military Forces of Nigeria (2015-) Joint Task Force | Military Forces of Nigeria (2015-) Lagos State Task Force,Nigeria Armed Forces refers to the military/army of Nigeria.
142,CON_142,Niger,Country/State,,,,NER,Niger,436.0,Africa,,,,,,75.0,Government of Niger,https://ucdp.uu.se/actor/75,Government of Niger (2021-),Government of Niger (2011-2021) | Government of Niger (2021-),Niger is a Country/state in Africa.
143,ARM_143,Malaita Eagle Force,Armed Organization,,,MEF,SLB,Solomon Islands,940.0,Oceania,,,,,,,,,,,Malaita Eagle Force (MEF) is an Armed Organization based in Solomon Islands.
144,ARM_144,Unified Communist Party of Nepal - Maoist,Armed Organization,,,CPN-M,NPL,Nepal,790.0,Asia,,,,,,258.0,CPN-M,https://ucdp.uu.se/actor/258,CPN(M): Communist Party of Nepal (Maoist),,Unified Communist Party of Nepal - Maoist (CPN-M) is an Armed Organization based in Nepal.
145,POL_145,Communist Party of Nepal (Maoist Centre),Political Party,,,CPN (Maoist),NPL,Nepal,790.0,Asia,,,,,,,,,,,Communist Party of Nepal (Maoist Centre) (CPN (Maoist)) is a Political Party based in Nepal.
146,CON_146,Nepal,Country/State,,,,NPL,Nepal,790.0,Asia,,,,,,146.0,Government of Nepal,https://ucdp.uu.se/actor/146,Government of Nepal (2015-),Government of Nepal (2008-2015) | Government of Nepal (2015-),Nepal is a Country/state in Asia.
147,POL_147,Communist Party of Nepal (Unified Marxist–Leninist),Political Party,,,CPN (UML),NPL,Nepal,790.0,Asia,,,,,,,,,,,Communist Party of Nepal (Unified Marxist–Leninist) (CPN (UML)) is a Political Party based in Nepal.
148,POL_148,Nepali Congress,Political Party,,,,NPL,Nepal,790.0,Asia,,,,,,257.0,NC,https://ucdp.uu.se/actor/257,,,Nepali Congress  is a Political Party based in Nepal.
149,POL_149,Nepal Sadbhavana Party,Political Party,,,,NPL,Nepal,790.0,Asia,,,,,,,,,,,Nepal Sadbhavana Party  is a Political Party based in Nepal.
150,POL_150,Nepal Majdoor Kisan Party,Political Party,,,,NPL,Nepal,790.0,Asia,,,,,,,,,,,Nepal Majdoor Kisan Party  is a Political Party based in Nepal.
151,POL_151,People's Front Nepal,Political Party,,,,NPL,Nepal,790.0,Asia,,,,,,,,,,,People's Front Nepal  is a Political Party based in Nepal.
152,UMB_152,United Left Front,Umbrella,,,ULF,NPL,Nepal,790.0,Asia,,,,,,,,,,,United Left Front is an Umbrella actor.
153,POL_153,Nepal Socialist Party,Political Party,,,,NPL,Nepal,790.0,Asia,,,,,,,,,,,Nepal Socialist Party  is a Political Party based in Nepal.
154,POL_154,Nepal Workers' and Peasants' Party,Political Party,,,,NPL,Nepal,790.0,Asia,,,,,,,,,,,Nepal Workers' and Peasants' Party  is a Political Party based in Nepal.
155,ARM_155,Justice and Equality Movement,Armed Organization,,,JEM,SDN,Sudan,625.0,Africa,,,,,,468.0,JEM,https://ucdp.uu.se/actor/468,JEM: Justice and Equality Movement,,Justice and Equality Movement (JEM) is an Armed Organization based in Sudan.
156,ARM_156,Sudan Liberation Movement/Army,Armed Organization,,,SLM/A,SDN,Sudan,625.0,Africa,,,,,,469.0,SLM/A,https://ucdp.uu.se/actor/469,SSLM/A: South Sudan Liberation Movement/Army,,Sudan Liberation Movement/Army (SLM/A) is an Armed Organization based in Sudan.
157,CON_157,Chad,Country/State,,,,TCD,Chad,483.0,Africa,,,,,,87.0,Government of Chad,https://ucdp.uu.se/actor/87,Government of Chad (2021-),Government of Chad (1990-2021) | Government of Chad (2021-),Chad is a Country/state in Africa.
158,CON_158,Sudan,Country/State,,,,SDN,Sudan,625.0,Africa,,,,,,112.0,Government of Sudan,https://ucdp.uu.se/actor/112,Government of Sudan (2019-),Government of Sudan (1989-2019) | Government of Sudan (2019-),Sudan is a Country/state in Africa.
159,CON_159,Ethiopia,Country/State,,,,ETH,Ethiopia,530.0,Africa,,,,,,97.0,Government of Ethiopia,https://ucdp.uu.se/actor/97,Government of Ethiopia (2018-),Government of Ethiopia (1991-2018) | Government of Ethiopia (2018-),Ethiopia is a Country/state in Africa.
160,CON_160,Philippines,Country/State,,,,PHL,Philippines,840.0,Asia,,,,,,154.0,Government of Philippines,https://ucdp.uu.se/actor/154,Government of the Philippines (2016-),Government of the Philippines (2010-2016) | Government of the Philippines (2016-),Philippines is a Country/state in Asia.
161,ARM_161,National Democratic Front of the Philippines,Armed Organization,,,NDFP,PHL,Philippines,840.0,Asia,,,,,,,,,,,National Democratic Front of the Philippines (NDFP) is an Armed Organization based in Philippines.
162,CON_162,Indonesia,Country/State,,,,IDN,Indonesia,850.0,Asia,,,,,,155.0,Government of Indonesia,https://ucdp.uu.se/actor/155,Government of Indonesia (2014-),,Indonesia is a Country/state in Asia.
163,ARM_163,Free Aceh Movement,Armed Organization,,,GAM,IDN,Indonesia,850.0,Asia,,,,,,327.0,GAM,https://ucdp.uu.se/actor/327,GAM: Free Aceh Movement,,Free Aceh Movement (GAM) is an Armed Organization based in Indonesia.
164,NGO_164,Centre for Humanitarian Dialogue,Civil Society,Non-governmental Organization,Other,HD,,,,,,1.0,,,,,,,,,Centre for Humanitarian Dialogue (HD) is an international non-governmental organisation.
165,OTH_165,Aceh Police,Other,,,,IDN,Indonesia,850.0,Asia,,,,1.0,,,,,,,Aceh Police is an Other actor.
166,OTH_166,Joint Committee on Humanitarian Action,Other,,,,IDN,Indonesia,850.0,Asia,,,,1.0,,,,,,,Joint Committee on Humanitarian Action is an Other actor.
167,OTH_167,Joint Committee on Security Modalities,Other,,,,IDN,Indonesia,850.0,Asia,,,,1.0,,,,,,,Joint Committee on Security Modalities is an Other actor.
168,UMB_168,Forces Nouvelles de Côte d'Ivoire,Umbrella,,,FAFN,CIV,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,,,,Forces Nouvelles de Côte d'Ivoire is an Umbrella actor.
169,CON_169,Ireland,Country/State,,,,IRL,Ireland,205.0,Europe,,,,,,29.0,Government of Ireland,https://ucdp.uu.se/actor/29,Government of Ireland (2017-2020),,Ireland is a Country/state in Europe.
170,ENT_170,Northern Ireland,Entity,,,NI,GBR,United Kingdom,200.0,Europe,,,,,,,,,,,Northern Ireland is an entity (United Kingdom).
171,CON_171,Finland,Country/State,,,,FIN,Finland,375.0,Europe,,,,,,65.0,Government of Finland,https://ucdp.uu.se/actor/65,Government of Finland (2019-),,Finland is a Country/state in Europe.
172,CON_172,Kenya,Country/State,,,,KEN,Kenya,501.0,Africa,,,,,,91.0,Government of Kenya,https://ucdp.uu.se/actor/91,Government of Kenya (2013-),Government of Kenya (2002-2013) | Government of Kenya (2013-),Kenya is a Country/state in Africa.
173,CON_173,South Sudan,Country/State,,,,SSD,South Sudan,626.0,Africa,,,,,,113.0,Government of South Sudan,https://ucdp.uu.se/actor/113,Government of South Sudan (2011-),,South Sudan is a Country/state in Africa.
174,CON_174,Tanzania,Country/State,,,,TZA,Tanzania,510.0,Africa,,,,,,92.0,Government of Tanzania,https://ucdp.uu.se/actor/92,Government of Tanzania (1964-),,Tanzania is a Country/state in Africa.
175,ARM_175,Lord’s Resistance Army,Armed Organization,,,LRA,UGA,Uganda,500.0,Africa,,,,,,488.0,LRA,https://ucdp.uu.se/actor/488,LRA: Lords Resistance Army,,Lord’s Resistance Army (LRA) is an Armed Organization based in Uganda.
176,CON_176,Uganda,Country/State,,,,UGA,Uganda,500.0,Africa,,,,,,90.0,Government of Uganda,https://ucdp.uu.se/actor/90,Government of Uganda (1986-),,Uganda is a Country/state in Africa.
177,CON_177,Chile,Country/State,,,,CHL,Chile,155.0,Americas,,,,,,25.0,Government of Chile,https://ucdp.uu.se/actor/25,Government of Chile (2022-),Government of Chile (2018-2022) | Government of Chile (2022-),Chile is a Country/state in Americas.
178,CON_178,Peru,Country/State,,,,PER,Peru,135.0,Americas,,,,,,21.0,Government of Peru,https://ucdp.uu.se/actor/21,Government of Peru (2021-),Government of Peru (2020-2020) | Government of Peru (2020-2021) | Government of Peru (2021-) | Government of Peru (2018-2020),Peru is a Country/state in Americas.
179,CON_179,Ecuador,Country/State,,,,ECU,Ecuador,130.0,Americas,,,,,,20.0,Government of Ecuador,https://ucdp.uu.se/actor/20,Government of Ecuador (2021-),Government of Ecuador (2007-2021) | Government of Ecuador (2021-),Ecuador is a Country/state in Americas.
180,ARM_180,FARC,Armed Organization,,,FARC,COL,Colombia,100.0,Americas,,,,,,743.0,FARC,https://ucdp.uu.se/actor/743,FARC: Common Alternative Revolutionary Force,FARC Dissident - Dagoberto Ramos: Revolutionary Armed Forces of Colombia Dissident Faction (Dagoberto Ramos) FARC Dissident - Carolina Ramirez Front: Revolutionary Armed Forces of Colombia Dissident Faction (Carolina Ramirez Front) FARC Dissident - Jaime Martinez: Revolutionary Armed Forces of Colombia Dissident Faction (Jaime Martinez) FARC Dissident - 33rd Front: Revolutionary Armed Forces of Colombia Dissident Faction (33rd Front) FARC Dissident: Revolutionary Armed Forces of Colombia Dissident Faction FARC Dissident - Oliver Sinisterra Front: Revolutionary Armed Forces of Colombia Dissident Faction (Oliver Sinisterra Front) FARC Dissident - Acacio Medina Front: Revolutionary Armed Forces of Colombia Dissident Faction (Acacio Medina Front) FARC Dissident - Carlos Patino Front: Revolutionary Armed Forces of Colombia Dissident Faction (Carlos Patino Front) FARC Dissident - Gentil Duarte Front: Revolutionary Armed Forces of Colombia Dissident Faction (Gentil Duarte Front) FARC Dissident - 18th Front: Revolutionary Armed Forces of Colombia Dissident Faction (18th Front) FARC Dissident - 36th Front: Revolutionary Armed Forces of Colombia Dissident Faction (36th Front - Jair Aldana Baquero) FARC Dissident - Jorge Briceno Front: Revolutionary Armed Forces of Colombia Dissident Faction (Jorge Briceno Front) FARC Dissident - Mobile Column: Revolutionary Armed Forces of Colombia Dissident Faction (Adan Izquierdo) FARC Dissident - 45th Front: Revolutionary Armed Forces of Colombia Dissident Faction FARC Dissident - 10th Front: Revolutionary Armed Forces of Colombia Dissident Faction (10th Front) FARC Dissident - Miller Perdomo Mobile Column: Revolutionary Armed Forces of Colombia Dissident Faction (Miller Perdomo Mobile Column) FARC Dissident - 28th Front: Revolutionary Armed Forces of Colombia Dissident Faction (28th Front - Jose Maria Cordoba) FARC Dissident - 62nd Front: Revolutionary Armed Forces of Colombia Dissident Faction (62nd Front - Fernando Diaz) FARC Dissident - 5th Front: Revolutionary Armed Forces of Colombia Dissident Faction (5th Front) FARC Dissident - Franco Benavides Mobile Column: Revolutionary Armed Forces of Colombia Dissident Faction (Franco Benavides Mobile Column) FARC Dissident - 1st Front: Revolutionary Armed Forces of Colombia Dissident Faction (1st Front - Armando Rios) FARC Dissident - Second Marquetalia: Revolutionary Armed Forces of Colombia Dissident Faction (Segunda Marquetalia) FARC Dissident - 30th Front: Revolutionary Armed Forces of Colombia Dissident Faction (30th Front) FARC Dissident - Urias Rondon: Revolutionary Armed Forces of Colombia Dissident Faction (Urias Rondon) FARC Dissident - 37th Front: Revolutionary Armed Forces of Colombia Dissident Faction (37th Front) FARC Dissident - Edison Cinco Mil Front: Revolutionary Armed Forces of Colombia Dissident Faction (Edison Cinco Mil Front) FARC Dissident - Alfonso Cano Front: Revolutionary Armed Forces of Colombia Dissident Faction (Alfonso Cano Front) FARC Dissident - Ismael Ruiz Front: Revolutionary Armed Forces of Colombia Dissident Faction (Ismael Ruiz Front) FARC Dissident - Ivan Rios: Revolutionary Armed Forces of Colombia Dissident Faction (Ivan Rios Front) FARC: Fuerzas Armadas Revolucionarias de Cantera FARC Dissident - 40th Front: Revolutionary Armed Forces of Colombia Dissident Faction (40th Front - Jacobo Arenas) FARC Dissident - 48th Front: Revolutionary Armed Forces of Colombia Dissident Faction (48th Front - Pedro Martinez) FARC Dissident - 3rd Front: Revolutionary Armed Forces of Colombia Dissident Faction (3rd Front - Oswald Patino) FARC Dissident - 6th Front: Revolutionary Armed Forces of Colombia Dissident Faction (6th Front) FARC: Common Alternative Revolutionary Force FARC Dissident - Estiven Gonzalez: Revolutionary Armed Forces of Colombia Dissident Faction (Estiven Gonzalez) FARC Dissident - 53rd Front: Revolutionary Armed Forces of Colombia Dissident Faction (53rd Front - Jose Antonio Anzoategui) FARC Dissident - FUP: Revolutionary Armed Forces of Colombia Dissident Faction (United Front of the Pacific Faction) FARC Dissident - 7th Front: Revolutionary Armed Forces of Colombia Dissident Faction (7th Front - Jacobo Prias Alape) FARC Dissident - C15 Front: Revolutionary Armed Forces of Colombia Dissident Faction (C15 Front) FARC Dissident - 29th Front: Revolutionary Armed Forces of Colombia Dissident Faction (29th Front - Gonzalez Prado) FARC Dissident - Mobile Column: Revolutionary Armed Forces of Colombia Dissident Faction (Teofilo Forero Castro) FARC Dissident - 42th Front: Revolutionary Armed Forces of Colombia Dissident Faction (42th Front - Manuel Cepeda) FARC Dissident - 27th Front: Revolutionary Armed Forces of Colombia Dissident Faction (27th Front - Isaias Pardo Leal) FARC Dissident - DP: Revolutionary Armed Forces of Colombia Dissident Faction (Defenders of the Pacific Faction) FARC Dissident - 17th Front: Revolutionary Armed Forces of Colombia Dissident Faction (17th Front) FARC Dissident - 14th Front: Revolutionary Armed Forces of Colombia Dissident Faction (14th Front) FARC Dissident - 21st Front: Revolutionary Armed Forces of Colombia Dissident Faction (21st Front - La Gaitana),FARC (FARC) is an Armed Organization based in Colombia.
181,CON_181,Colombia,Country/State,,,,COL,Colombia,100.0,Americas,,,,,,17.0,Government of Colombia,https://ucdp.uu.se/actor/17,Government of Colombia (2018-),,Colombia is a Country/state in Americas.
182,ARM_182,United Self-Defence Groups of Colombia,Armed Organization,,,AUC,COL,Colombia,100.0,Americas,,,,,,771.0,AUC,https://ucdp.uu.se/actor/771,AUC: United Self-Defence Forces of Colombia,,United Self-Defence Groups of Colombia (AUC) is an Armed Organization based in Colombia.
183,ARM_183,Militias,Armed Organization,,,,COL,Colombia,100.0,Americas,,,,,,,,,,,Militias  is an Armed Organization based in Colombia.
184,NGO_184,Episcopal Conference of Colombia,Civil Society,Religious,,,COL,Colombia,100.0,Americas,,,,1.0,,,,,,,Episcopal Conference of Colombia is a religious representative.
185,ARM_185,Frente Francisco Garnica,Armed Organization,,,FFG,COL,Colombia,100.0,Americas,,,,,,7074.0,EPL - Megateo,https://ucdp.uu.se/actor/7074,,,Frente Francisco Garnica (FFG) is an Armed Organization based in Colombia.
187,POL_187,Spanish Socialist Workers Party,Political Party,,,,ESP,Spain,230.0,Europe,,,,,,,,,,,Spanish Socialist Workers Party  is a Political Party based in Spain.
189,ARM_189,Popular Liberation Army,Armed Organization,,,EPL,COL,Colombia,100.0,Americas,,,,,,746.0,EPL,https://ucdp.uu.se/actor/746,EPL: Popular Liberation Army,,Popular Liberation Army (EPL) is an Armed Organization based in Colombia.
190,ARM_190,Quintin Lame Armed Movement,Armed Organization,,,MAQL,COL,Colombia,100.0,Americas,,,,,,,,,,,Quintin Lame Armed Movement (MAQL) is an Armed Organization based in Colombia.
191,POL_191,Political Parties,Political Party,,,,COL,Colombia,100.0,Americas,,,,,,,,,,,Political Parties  is a Political Party based in Colombia.
192,NGO_192,World Council of Indigenous Peoples,Civil Society,Non-governmental Organization,Other,,,,,,,1.0,,,,,,,,,World Council of Indigenous Peoples  is an international non-governmental organisation.
193,NGO_193,Spanish Human Rights Association,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Spanish Human Rights Association is a non-governmental organisation/civil society representative based in Spain.
